name;score;marked;communityId;occur;relationships
"uge";470,2264962922289;NULL;NULL;NULL;NULL
"plastic";469,7536371819754;NULL;NULL;NULL;NULL
"Zelenskys";469,33390612542394;NULL;NULL;NULL;NULL
"arrowing";469,21553333110023;NULL;NULL;NULL;NULL
"Hunter";468,53152442226417;NULL;NULL;NULL;NULL
"worry";468,3512305414027;NULL;NULL;NULL;NULL
"appall";467,7539674057913;NULL;NULL;NULL;NULL
"solider";467,7539674057913;NULL;NULL;NULL;NULL
"china";467,1782090946154;NULL;NULL;NULL;NULL
"outcry";467,16988525532656;NULL;NULL;NULL;NULL
"restriction";466,9234141332338;NULL;NULL;NULL;NULL
"musk";466,2440128999129;NULL;NULL;NULL;NULL
"Krakow";466,05382410281106;NULL;NULL;NULL;NULL
"debt";465,92129952563283;NULL;NULL;NULL;NULL
"Secretary";465,33884093542383;NULL;NULL;NULL;NULL
"West";465,05076099820946;NULL;NULL;NULL;NULL
"scum";464,5312238052252;NULL;NULL;NULL;NULL
"Petrukhina";464,3269829822714;NULL;NULL;NULL;NULL
"proxy";463,76140678940004;NULL;NULL;NULL;NULL
"south-west";463,74983385173016;NULL;NULL;NULL;NULL
"transmission";463,50702503170396;NULL;NULL;NULL;NULL
"rail";463,3507920509204;NULL;NULL;NULL;NULL
"Kent";462,5761194681803;NULL;NULL;NULL;NULL
"borodyanka";461,2101042249594;NULL;NULL;NULL;NULL
"Vienna";461,1287379829239;NULL;NULL;NULL;NULL
"Bohdan";460,2374248963117;NULL;NULL;NULL;NULL
"timetable";460,0244245631004;NULL;NULL;NULL;NULL
"park";459,6741720176643;NULL;NULL;NULL;NULL
"Jeff";459,6626524890855;NULL;NULL;NULL;NULL
"ressure";458,70032783604915;NULL;NULL;NULL;NULL
"arrow";458,01695886292646;NULL;NULL;NULL;NULL
"Walker";458,0169588629264;NULL;NULL;NULL;NULL
"CBS";457,9199634774853;NULL;NULL;NULL;NULL
"theyre";457,79057713446815;NULL;NULL;NULL;NULL
"launcher";457,7210058035405;NULL;NULL;NULL;NULL
"whereabout";457,0988056085432;NULL;NULL;NULL;NULL
"wwiy";457,0839120372035;NULL;NULL;NULL;NULL
"nappy-chang";456,9451554883147;NULL;NULL;NULL;NULL
"operative";456,8920169104111;NULL;NULL;NULL;NULL
"device";455,6803589228539;NULL;NULL;NULL;NULL
"like";455,53322340960443;NULL;NULL;NULL;NULL
"compatriot";455,159019487405;NULL;NULL;NULL;NULL
"default";454,91916481997606;NULL;NULL;NULL;NULL
"nw";454,5491822992632;NULL;NULL;NULL;NULL
"PhotoPavel";454,5491822992631;NULL;NULL;NULL;NULL
"barrier";454,07831345657456;NULL;NULL;NULL;NULL
"drill";453,75041552199565;NULL;NULL;NULL;NULL
"Karim";453,7339226649028;NULL;NULL;NULL;NULL
"maxim";453,3770971777538;NULL;NULL;NULL;NULL
"Alexandra";453,0335409973405;NULL;NULL;NULL;NULL
"p";452,5098104341588;NULL;NULL;NULL;NULL
"routine";451,31978675343487;NULL;NULL;NULL;NULL
"Duma";450,97974131541;NULL;NULL;NULL;NULL
"conjunction";450,97974131541;NULL;NULL;NULL;NULL
"nephew";450,9486776553083;NULL;NULL;NULL;NULL
"imagery";450,6800915624393;NULL;NULL;NULL;NULL
"wage";450,6677150108697;NULL;NULL;NULL;NULL
"oreign";450,59981146275385;NULL;NULL;NULL;NULL
"TASS";449,233286438483;NULL;NULL;NULL;NULL
"sell";448,5304546867812;NULL;NULL;NULL;NULL
"Brothwell";448,3294902498545;NULL;NULL;NULL;NULL
"Kuleba";447,9019376267798;NULL;NULL;NULL;NULL
"jail";447,2348993173374;NULL;NULL;NULL;NULL
"barbarity";447,17076536815745;NULL;NULL;NULL;NULL
"Interfax";447,10439248099055;NULL;NULL;NULL;NULL
"eyewitness";447,10439248099055;NULL;NULL;NULL;NULL
"wound";447,10439248099044;NULL;NULL;NULL;NULL
"expansion";446,8140306390791;NULL;NULL;NULL;NULL
"trace";446,2665158432533;NULL;NULL;NULL;NULL
"search";446,06428408885023;NULL;NULL;NULL;NULL
"push";446,0543284531759;NULL;NULL;NULL;NULL
"reminder";445,5702995078243;NULL;NULL;NULL;NULL
"Boyles";445,5702995078242;NULL;NULL;NULL;NULL
"Danny";445,5702995078242;NULL;NULL;NULL;NULL
"brit";445,5702995078242;NULL;NULL;NULL;NULL
"Davidson";445,39554081912047;NULL;NULL;NULL;NULL
"Pete";445,39554081912047;NULL;NULL;NULL;NULL
"Kardashian";445,3955408191204;NULL;NULL;NULL;NULL
"mum";444,9166489233564;NULL;NULL;NULL;NULL
"Suleiman";444,89611955445014;NULL;NULL;NULL;NULL
"Sultan";444,89611955445014;NULL;NULL;NULL;NULL
"sultan";444,89611955445014;NULL;NULL;NULL;NULL
"mosque";444,8961195544501;NULL;NULL;NULL;NULL
"Dalton";444,0253072099893;NULL;NULL;NULL;NULL
"Olivia";444,0253072099893;NULL;NULL;NULL;NULL
"logo";443,8655645380163;NULL;NULL;NULL;NULL
"element";441,73924350179135;NULL;NULL;NULL;NULL
"Sergey";441,53494664517956;NULL;NULL;NULL;NULL
"Chance";441,15763106031443;NULL;NULL;NULL;NULL
"Matthew";441,15763106031443;NULL;NULL;NULL;NULL
"desertion";440,61455532871884;NULL;NULL;NULL;NULL
"loot";440,61455532871884;NULL;NULL;NULL;NULL
"sukhoy";440,61455532871884;NULL;NULL;NULL;NULL
"lon";440,00638197277686;NULL;NULL;NULL;NULL
"dishe";440,00638197277675;NULL;NULL;NULL;NULL
"Barnes";439,7786155810035;NULL;NULL;NULL;NULL
"intimidation";439,2378125916196;NULL;NULL;NULL;NULL
"NI";438,61878776483326;NULL;NULL;NULL;NULL
"truss";438,61878776483326;NULL;NULL;NULL;NULL
"N";438,13684526629834;NULL;NULL;NULL;NULL
"lavrov";437,7555388879582;NULL;NULL;NULL;NULL
"writer";437,29506349796674;NULL;NULL;NULL;NULL
"29-year-old";436,7612223216114;NULL;NULL;NULL;NULL
"Loffhagen";436,20646285148405;NULL;NULL;NULL;NULL
"semiconductor";436,0183613313274;NULL;NULL;NULL;NULL
"diplomacy";435,91988411764675;NULL;NULL;NULL;NULL
"Reagan";435,46748801679394;NULL;NULL;NULL;NULL
"bondage";435,46748801679394;NULL;NULL;NULL;NULL
"Ronald";435,4674880167939;NULL;NULL;NULL;NULL
"playbook";435,1033249757697;NULL;NULL;NULL;NULL
"Trafalgar";435,00849782891123;NULL;NULL;NULL;NULL
"hunger";434,6752504480586;NULL;NULL;NULL;NULL
"zoo";434,66015190950407;NULL;NULL;NULL;NULL
"outside";434,30940066902224;NULL;NULL;NULL;NULL
"Michutka";434,2344855210164;NULL;NULL;NULL;NULL
"ussians";434,0969164402006;NULL;NULL;NULL;NULL
"PhotoMartin";433,9674068497309;NULL;NULL;NULL;NULL
"band";433,9674068497309;NULL;NULL;NULL;NULL
"trophy";433,9674068497309;NULL;NULL;NULL;NULL
"Medvedev";433,5433078976366;NULL;NULL;NULL;NULL
"jaguar";433,5327105943402;NULL;NULL;NULL;NULL
"panther";433,5327105943402;NULL;NULL;NULL;NULL
"eart-breaking";432,91479894517767;NULL;NULL;NULL;NULL
"deterrence";432,7987199593965;NULL;NULL;NULL;NULL
"parliamentarian";432,7555388369092;NULL;NULL;NULL;NULL
"terrain";432,50329598876874;NULL;NULL;NULL;NULL
"property";431,7171636193747;NULL;NULL;NULL;NULL
"mention";431,49551437930177;NULL;NULL;NULL;NULL
"survivor";431,1691810160897;NULL;NULL;NULL;NULL
"motive";430,7623583773801;NULL;NULL;NULL;NULL
"Antonio";430,6244745415607;NULL;NULL;NULL;NULL
"Guterres";430,6244745415607;NULL;NULL;NULL;NULL
"reaction";430,4664415153282;NULL;NULL;NULL;NULL
"uniform";430,2981787859953;NULL;NULL;NULL;NULL
"0700gmt";430,0055838511094;NULL;NULL;NULL;NULL
"Klitschko";428,06624731773024;NULL;NULL;NULL;NULL
"NewsFront";427,74731886471807;NULL;NULL;NULL;NULL
"SouthFront";427,74731886471807;NULL;NULL;NULL;NULL
"cordon";427,50785813712395;NULL;NULL;NULL;NULL
"mansion";427,50785813712395;NULL;NULL;NULL;NULL
"squatter";427,50785813712395;NULL;NULL;NULL;NULL
"Polyus";427,47020193267565;NULL;NULL;NULL;NULL
"LSE";427,47020193267554;NULL;NULL;NULL;NULL
"Armenia";426,25286931702163;NULL;NULL;NULL;NULL
"favour";425,40846566414643;NULL;NULL;NULL;NULL
"Chatham";425,4084656641463;NULL;NULL;NULL;NULL
"Eurasia";425,4084656641463;NULL;NULL;NULL;NULL
"Nikolai";425,4084656641463;NULL;NULL;NULL;NULL
"decrease";425,3798971091237;NULL;NULL;NULL;NULL
"jump";424,7111316041197;NULL;NULL;NULL;NULL
"grief";424,06807049479187;NULL;NULL;NULL;NULL
"atmosphere";423,76178998743455;NULL;NULL;NULL;NULL
"Arakhamia";423,0764331043163;NULL;NULL;NULL;NULL
"mozgovoy";423,040795111366;NULL;NULL;NULL;NULL
"instagram";422,5818313589809;NULL;NULL;NULL;NULL
"Ed";421,22160348407954;NULL;NULL;NULL;NULL
"culture";420,6283697051126;NULL;NULL;NULL;NULL
"arsenal";419,5717797001645;NULL;NULL;NULL;NULL
"vicinity";419,4946341180346;NULL;NULL;NULL;NULL
"surface";419,43592505204373;NULL;NULL;NULL;NULL
"lion";418,5345189113683;NULL;NULL;NULL;NULL
"Lachlan";418,53451891136825;NULL;NULL;NULL;NULL
"Murdoch";418,53451891136825;NULL;NULL;NULL;NULL
"defamation";418,53451891136825;NULL;NULL;NULL;NULL
"lawsuit";418,53451891136825;NULL;NULL;NULL;NULL
"im";418,48448955519143;NULL;NULL;NULL;NULL
"Vasily";418,2195142580774;NULL;NULL;NULL;NULL
"hack";415,2364367677536;NULL;NULL;NULL;NULL
"ostashchenko";414,62333704422474;NULL;NULL;NULL;NULL
"Brigadier";414,6233370442247;NULL;NULL;NULL;NULL
"Kazmirchuk";414,6233370442246;NULL;NULL;NULL;NULL
"KGB";413,8166599617889;NULL;NULL;NULL;NULL
"echo";413,2646348106595;NULL;NULL;NULL;NULL
"transaction";413,05959473368137;NULL;NULL;NULL;NULL
"division";412,9834707380581;NULL;NULL;NULL;NULL
"play";412,7508806532111;NULL;NULL;NULL;NULL
"code";412,5444932193924;NULL;NULL;NULL;NULL
"grab";412,346796562425;NULL;NULL;NULL;NULL
"context";411,82027404207105;NULL;NULL;NULL;NULL
"Fiala";411,3166440643963;NULL;NULL;NULL;NULL
"Piotr";411,31664406439626;NULL;NULL;NULL;NULL
"jamala";411,0255574421281;NULL;NULL;NULL;NULL
"romanian";410,8778916770031;NULL;NULL;NULL;NULL
"magazine";410,8489780930127;NULL;NULL;NULL;NULL
"Intel";410,84897809301265;NULL;NULL;NULL;NULL
"Slava";410,84897809301265;NULL;NULL;NULL;NULL
"Gove";409,8862086828544;NULL;NULL;NULL;NULL
"fence";409,38260011227703;NULL;NULL;NULL;NULL
"void";409,3362497479395;NULL;NULL;NULL;NULL
"lifestyle";409,33624974793946;NULL;NULL;NULL;NULL
"treasury";409,33624974793946;NULL;NULL;NULL;NULL
"momentum";409,01768985350634;NULL;NULL;NULL;NULL
"stranglehold";409,01768985350634;NULL;NULL;NULL;NULL
"tighten";409,01768985350634;NULL;NULL;NULL;NULL
"10-day-old";409,0176898535063;NULL;NULL;NULL;NULL
"condolence";408,3866800715704;NULL;NULL;NULL;NULL
"ttempt";408,21944064498246;NULL;NULL;NULL;NULL
"accident";408,05104925349747;NULL;NULL;NULL;NULL
"trust";408,02534180808846;NULL;NULL;NULL;NULL
"topics";407,89979200021895;NULL;NULL;NULL;NULL
"Julia";407,8580888829745;NULL;NULL;NULL;NULL
"translation";407,68709074357514;NULL;NULL;NULL;NULL
"parmar";407,5012234771435;NULL;NULL;NULL;NULL
"declaration";407,36540665894506;NULL;NULL;NULL;NULL
"Nuremberg";406,5974305351176;NULL;NULL;NULL;NULL
"poster";406,32373552547773;NULL;NULL;NULL;NULL
"fury";406,2413473239788;NULL;NULL;NULL;NULL
"sensation";406,22878961221363;NULL;NULL;NULL;NULL
"critic";406,10293372814317;NULL;NULL;NULL;NULL
"figurine";406,0858790619835;NULL;NULL;NULL;NULL
"miny";406,08587906198346;NULL;NULL;NULL;NULL
"staffer";405,8981219347256;NULL;NULL;NULL;NULL
"flagship";405,89812193472557;NULL;NULL;NULL;NULL
"Clinton";405,6737108802805;NULL;NULL;NULL;NULL
"Hillary";405,6737108802805;NULL;NULL;NULL;NULL
"confusion";405,5686748139103;NULL;NULL;NULL;NULL
"soviet";405,21156355519264;NULL;NULL;NULL;NULL
"regiment";404,62263562380184;NULL;NULL;NULL;NULL
"Jupiter";404,0059619860984;NULL;NULL;NULL;NULL
"encounter";404,0059619860983;NULL;NULL;NULL;NULL
"dependence";403,89675710816823;NULL;NULL;NULL;NULL
"Zelenskyy";402,3342053807847;NULL;NULL;NULL;NULL
"sacrifice";402,3342053807846;NULL;NULL;NULL;NULL
"darkness";402,33420538078457;NULL;NULL;NULL;NULL
"evil";402,3342053807845;NULL;NULL;NULL;NULL
"ruthlessness";402,3342053807845;NULL;NULL;NULL;NULL
"folk";400,8592932374146;NULL;NULL;NULL;NULL
"lebedev";400,7085600984143;NULL;NULL;NULL;NULL
"attention";399,3881972899224;NULL;NULL;NULL;NULL
"Rodrigo";399,15106423901545;NULL;NULL;NULL;NULL
"orbit";398,6224424001081;NULL;NULL;NULL;NULL
"gameplay";398,49129338143905;NULL;NULL;NULL;NULL
"recal";398,49129338143905;NULL;NULL;NULL;NULL
"rockstar";398,49129338143905;NULL;NULL;NULL;NULL
"european";398,34782706950034;NULL;NULL;NULL;NULL
"farmer";398,2600526250463;NULL;NULL;NULL;NULL
"Redbridge";396,7012377081233;NULL;NULL;NULL;NULL
"Musk";395,9869737401987;NULL;NULL;NULL;NULL
"historian";395,67801584818534;NULL;NULL;NULL;NULL
"identity";394,4836099280975;NULL;NULL;NULL;NULL
"rationale";394,42073259145883;NULL;NULL;NULL;NULL
"root";394,1753842534989;NULL;NULL;NULL;NULL
"2016";394,1477804640619;NULL;NULL;NULL;NULL
"ritain";393,91020328875015;NULL;NULL;NULL;NULL
"Lyne";393,37200754808634;NULL;NULL;NULL;NULL
"accommodation";392,65656922203476;NULL;NULL;NULL;NULL
"Kravchuk";391,17656428080517;NULL;NULL;NULL;NULL
"18-year-old";390,64623709330624;NULL;NULL;NULL;NULL
"counteraction";389,8205373874665;NULL;NULL;NULL;NULL
"tale";389,7595530631636;NULL;NULL;NULL;NULL
"Kuras";389,42398369274594;NULL;NULL;NULL;NULL
"bs";388,76874957234185;NULL;NULL;NULL;NULL
"reassurance";388,6611897989716;NULL;NULL;NULL;NULL
"Von";388,4944215975845;NULL;NULL;NULL;NULL
"Princess";387,9243398393359;NULL;NULL;NULL;NULL
"liberator";387,75530467431486;NULL;NULL;NULL;NULL
"principal";387,4076307076606;NULL;NULL;NULL;NULL
"rt";386,15408797911334;NULL;NULL;NULL;NULL
"Maggie";385,88343285796196;NULL;NULL;NULL;NULL
"imagination";384,6530310789679;NULL;NULL;NULL;NULL
"unleash";384,64816192862486;NULL;NULL;NULL;NULL
"ex-spokesperson";384,5195243233554;NULL;NULL;NULL;NULL
"draft";384,25991032633203;NULL;NULL;NULL;NULL
"Natos";383,5996958910532;NULL;NULL;NULL;NULL
"Burns";383,32426629631107;NULL;NULL;NULL;NULL
"midst";382,60176070924774;NULL;NULL;NULL;NULL
"antopol";382,2357352469468;NULL;NULL;NULL;NULL
"refinery";381,85316786914694;NULL;NULL;NULL;NULL
"steam";381,63457721638304;NULL;NULL;NULL;NULL
"take";380,6152710590943;NULL;NULL;NULL;NULL
"wake";380,40356753734955;NULL;NULL;NULL;NULL
"spacex";379,8937023039359;NULL;NULL;NULL;NULL
"tweeted";379,7609564930772;NULL;NULL;NULL;NULL
"Kuzmin";377,73587367048617;NULL;NULL;NULL;NULL
"presentation";377,25976110696547;NULL;NULL;NULL;NULL
"school-yard";377,25976110696547;NULL;NULL;NULL;NULL
"medyka";377,2597611069654;NULL;NULL;NULL;NULL
"banter";377,13657522671645;NULL;NULL;NULL;NULL
"slowly-advance";377,13657522671633;NULL;NULL;NULL;NULL
"Fleet";374,9204558321344;NULL;NULL;NULL;NULL
"Pacific";374,9204558321344;NULL;NULL;NULL;NULL
"phase";374,70694741675976;NULL;NULL;NULL;NULL
"capacity";373,5896303425318;NULL;NULL;NULL;NULL
"callousness";372,916812363467;NULL;NULL;NULL;NULL
"desire";372,0600086666703;NULL;NULL;NULL;NULL
"theater";372,0046733419477;NULL;NULL;NULL;NULL
"hadnt";371,8314708938577;NULL;NULL;NULL;NULL
"halt";371,79735927117963;NULL;NULL;NULL;NULL
"attacker";371,24173651316187;NULL;NULL;NULL;NULL
"establishment";371,1328947768634;NULL;NULL;NULL;NULL
"commonwealth";370,7363319730544;NULL;NULL;NULL;NULL
"addict";370,3376173266206;NULL;NULL;NULL;NULL
"drug";370,3376173266206;NULL;NULL;NULL;NULL
"elder";370,3376173266206;NULL;NULL;NULL;NULL
"khlyvnyuk";370,2301522236779;NULL;NULL;NULL;NULL
"annex";369,8459354030521;NULL;NULL;NULL;NULL
"fallout";369,2963928489056;NULL;NULL;NULL;NULL
"education";369,26550711490637;NULL;NULL;NULL;NULL
"arge";369,15476127493093;NULL;NULL;NULL;NULL
"Athwal";368,78139393547775;NULL;NULL;NULL;NULL
"gran";368,74899655406074;NULL;NULL;NULL;NULL
"debate";368,26505740899177;NULL;NULL;NULL;NULL
"16000";368,05405940430074;NULL;NULL;NULL;NULL
"coordination";367,57363701377096;NULL;NULL;NULL;NULL
"statehood";367,5471790889907;NULL;NULL;NULL;NULL
"manifesto";367,49001237181795;NULL;NULL;NULL;NULL
"t-34";366,08037474044846;NULL;NULL;NULL;NULL
"ex-special";365,6970077879328;NULL;NULL;NULL;NULL
"Shapps";365,68324578470026;NULL;NULL;NULL;NULL
"starstreak";365,5964217045149;NULL;NULL;NULL;NULL
"plight";365,2858076473732;NULL;NULL;NULL;NULL
"paralympic";365,0420151895768;NULL;NULL;NULL;NULL
"vereshchuk";364,9738210080881;NULL;NULL;NULL;NULL
"forefront";364,84295943484835;NULL;NULL;NULL;NULL
"worsen";364,84295943484835;NULL;NULL;NULL;NULL
"diamond";364,4545988647666;NULL;NULL;NULL;NULL
"Assad";363,9642503934416;NULL;NULL;NULL;NULL
"nahaylo";363,84297377970825;NULL;NULL;NULL;NULL
"coat";363,72542888469553;NULL;NULL;NULL;NULL
"Geneva";363,50581583422456;NULL;NULL;NULL;NULL
"counter";363,4150263068377;NULL;NULL;NULL;NULL
"skid";363,18291761222804;NULL;NULL;NULL;NULL
"warzone";362,8821008200877;NULL;NULL;NULL;NULL
"1647280352";362,7986479808955;NULL;NULL;NULL;NULL
"Belgrave";362,7986479808955;NULL;NULL;NULL;NULL
"ozens";362,73116517868266;NULL;NULL;NULL;NULL
"childhood";361,8745622452171;NULL;NULL;NULL;NULL
"videolink";361,2163239880175;NULL;NULL;NULL;NULL
"handcuff";360,48623194587157;NULL;NULL;NULL;NULL
"sold";359,7371688891788;NULL;NULL;NULL;NULL
"standwithukraine";359,6439467434827;NULL;NULL;NULL;NULL
"professionalism";359,62996408903024;NULL;NULL;NULL;NULL
"lib";359,2548552330184;NULL;NULL;NULL;NULL
"Davey";359,25485523301836;NULL;NULL;NULL;NULL
"MP";359,25485523301836;NULL;NULL;NULL;NULL
"vacuum";359,20634158019504;NULL;NULL;NULL;NULL
"WHO";358,5607306461868;NULL;NULL;NULL;NULL
"repression";358,4254830886972;NULL;NULL;NULL;NULL
"ramatic";358,1136758103955;NULL;NULL;NULL;NULL
"marine";357,96505909652075;NULL;NULL;NULL;NULL
"Navalny";357,4466215751823;NULL;NULL;NULL;NULL
"hem";357,2972686791685;NULL;NULL;NULL;NULL
"Sadiq";355,75369107510824;NULL;NULL;NULL;NULL
"chernobyl";355,48128903358787;NULL;NULL;NULL;NULL
"120000";355,41481259684;NULL;NULL;NULL;NULL
"south-east";355,41381717992346;NULL;NULL;NULL;NULL
"adoption";355,0532151903887;NULL;NULL;NULL;NULL
"Tallinn";354,15121838463426;NULL;NULL;NULL;NULL
"Sumy";353,5115396447403;NULL;NULL;NULL;NULL
"australian";353,29660882787687;NULL;NULL;NULL;NULL
"Marise";353,2966088278768;NULL;NULL;NULL;NULL
"recklessness";352,95542941782367;NULL;NULL;NULL;NULL
"Breaches";352,8352164297925;NULL;NULL;NULL;NULL
"ila";351,78182756726983;NULL;NULL;NULL;NULL
"melitpol";351,34016087111195;NULL;NULL;NULL;NULL
"predecessor";351,3401608711119;NULL;NULL;NULL;NULL
"freeze";351,3390434595024;NULL;NULL;NULL;NULL
"2019";351,0600904591554;NULL;NULL;NULL;NULL
"shame";350,54939031670864;NULL;NULL;NULL;NULL
"profile";350,35671100216183;NULL;NULL;NULL;NULL
"dissent";349,64324027964767;NULL;NULL;NULL;NULL
"index";349,4575055502182;NULL;NULL;NULL;NULL
"poll";349,45496826086355;NULL;NULL;NULL;NULL
"dawn";349,1713355021002;NULL;NULL;NULL;NULL
"shed";349,10182999394016;NULL;NULL;NULL;NULL
"igi";348,8616460248343;NULL;NULL;NULL;NULL
"Laura";348,8616460248342;NULL;NULL;NULL;NULL
"deceit";348,6834574178395;NULL;NULL;NULL;NULL
"analysis";348,59590950113335;NULL;NULL;NULL;NULL
"Samantha";348,29985532106264;NULL;NULL;NULL;NULL
"Truman";348,29985532106264;NULL;NULL;NULL;NULL
"Turner";348,29985532106264;NULL;NULL;NULL;NULL
"significance";348,29985532106264;NULL;NULL;NULL;NULL
"Salman";347,83160441623767;NULL;NULL;NULL;NULL
"Mohammed";347,8316044162376;NULL;NULL;NULL;NULL
"bin";347,8316044162376;NULL;NULL;NULL;NULL
"Jamal";347,83160441623755;NULL;NULL;NULL;NULL
"Khashoggis";347,83160441623755;NULL;NULL;NULL;NULL
"mall";347,4740240448195;NULL;NULL;NULL;NULL
"heel";347,37438983702833;NULL;NULL;NULL;NULL
"ukraine";347,37438983702833;NULL;NULL;NULL;NULL
"korosten";347,327976231608;NULL;NULL;NULL;NULL
"ox";347,0734504944748;NULL;NULL;NULL;NULL
"liquid";346,70645591234467;NULL;NULL;NULL;NULL
"slobozhanske";346,50213120519567;NULL;NULL;NULL;NULL
"Almeida";346,2829145356947;NULL;NULL;NULL;NULL
"Vale";346,2829145356947;NULL;NULL;NULL;NULL
"garrison";346,05726337325035;NULL;NULL;NULL;NULL
"backyard";345,45062396550503;NULL;NULL;NULL;NULL
"Mac";345,39527493646744;NULL;NULL;NULL;NULL
"fundraiser";344,59087729167777;NULL;NULL;NULL;NULL
"de-escalate";344,54234033466673;NULL;NULL;NULL;NULL
"Milosevic";344,39565285473043;NULL;NULL;NULL;NULL
"Bob";344,3956528547304;NULL;NULL;NULL;NULL
"Neill";344,3956528547304;NULL;NULL;NULL;NULL
"shake";344,39091170656656;NULL;NULL;NULL;NULL
"delegate";344,38920994198304;NULL;NULL;NULL;NULL
"Nelson";344,3542999756516;NULL;NULL;NULL;NULL
"jen";344,20681863820374;NULL;NULL;NULL;NULL
"thunder";344,0919212853331;NULL;NULL;NULL;NULL
"erman";343,8817001051784;NULL;NULL;NULL;NULL
"haven";343,06671976329403;NULL;NULL;NULL;NULL
"calm";342,71708751750873;NULL;NULL;NULL;NULL
"Mia";341,996523918001;NULL;NULL;NULL;NULL
"restoration";341,4979968480773;NULL;NULL;NULL;NULL
"Donetsk";341,2944102150044;NULL;NULL;NULL;NULL
"march";340,5508867999557;NULL;NULL;NULL;NULL
"client";340,3804454490425;NULL;NULL;NULL;NULL
"cardholder";340,38044544904244;NULL;NULL;NULL;NULL
"merchant";340,38044544904244;NULL;NULL;NULL;NULL
"Alfred";340,3804454490424;NULL;NULL;NULL;NULL
"Keir";340,3527248157611;NULL;NULL;NULL;NULL
"slam";340,3473852138071;NULL;NULL;NULL;NULL
"scepticism";340,1044780777815;NULL;NULL;NULL;NULL
"Byrne";339,61434452159955;NULL;NULL;NULL;NULL
"Hyundai";338,2628261937897;NULL;NULL;NULL;NULL
"Belgium";337,07161524611206;NULL;NULL;NULL;NULL
"Soyuz";336,87369538537325;NULL;NULL;NULL;NULL
"capsule";336,87369538537325;NULL;NULL;NULL;NULL
"breakdown";336,72187047921847;NULL;NULL;NULL;NULL
"Grant";336,70379786330324;NULL;NULL;NULL;NULL
"studio";336,6846428180307;NULL;NULL;NULL;NULL
"speaker";336,4079421983943;NULL;NULL;NULL;NULL
"hussain";336,3981158290397;NULL;NULL;NULL;NULL
"shift";336,1816106612388;NULL;NULL;NULL;NULL
"Major-General";335,66311325943764;NULL;NULL;NULL;NULL
"brigade";335,66311325943764;NULL;NULL;NULL;NULL
"croatian";335,66311325943764;NULL;NULL;NULL;NULL
"Amelia";335,2056557327145;NULL;NULL;NULL;NULL
"regulation";335,1500263514791;NULL;NULL;NULL;NULL
"precursor";334,5511243133571;NULL;NULL;NULL;NULL
"Jo";334,19875637722515;NULL;NULL;NULL;NULL
"flak";334,1395818951702;NULL;NULL;NULL;NULL
"bankova";333,8058555798811;NULL;NULL;NULL;NULL
"co-operation";333,7711562764436;NULL;NULL;NULL;NULL
"adiation";333,5323059861112;NULL;NULL;NULL;NULL
"Carpenter";333,3833613663794;NULL;NULL;NULL;NULL
"French";332,90739672616303;NULL;NULL;NULL;NULL
"amnesty";332,6964344417631;NULL;NULL;NULL;NULL
"ingredient";332,5541648837524;NULL;NULL;NULL;NULL
"commodity";332,52388018132524;NULL;NULL;NULL;NULL
"Moltabano";332,5178875962773;NULL;NULL;NULL;NULL
"Cheryl";332,1047741958274;NULL;NULL;NULL;NULL
"character";332,1047741958274;NULL;NULL;NULL;NULL
"oleksandr";331,9185269671893;NULL;NULL;NULL;NULL
"universe";331,72901988953674;NULL;NULL;NULL;NULL
"sentence";331,47464040496857;NULL;NULL;NULL;NULL
"Prague";330,5209048308324;NULL;NULL;NULL;NULL
"Yushchenko";330,20688358241705;NULL;NULL;NULL;NULL
"Danilov";330,0850469360766;NULL;NULL;NULL;NULL
"reader";329,5413371734155;NULL;NULL;NULL;NULL
"BMP";329,0924061268107;NULL;NULL;NULL;NULL
"billow";329,0924061268107;NULL;NULL;NULL;NULL
"Sevriukova";329,09240612681066;NULL;NULL;NULL;NULL
"boardwalk";329,09240612681066;NULL;NULL;NULL;NULL
"color";329,09240612681066;NULL;NULL;NULL;NULL
"sail";329,09240612681066;NULL;NULL;NULL;NULL
"crash";329,0924061268106;NULL;NULL;NULL;NULL
"armor";329,09240612681054;NULL;NULL;NULL;NULL
"chuguyev";329,09240612681054;NULL;NULL;NULL;NULL
"horizon";329,09240612681054;NULL;NULL;NULL;NULL
"Ivano-Frankivsk";329,0924061268104;NULL;NULL;NULL;NULL
"understand";328,71566899890735;NULL;NULL;NULL;NULL
"close-up";328,1467262000463;NULL;NULL;NULL;NULL
"Mariano";327,60870242079466;NULL;NULL;NULL;NULL
"midway";327,3083089965419;NULL;NULL;NULL;NULL
"tenure";326,9265580074869;NULL;NULL;NULL;NULL
"structure";326,69026980865596;NULL;NULL;NULL;NULL
"resume";325,83744293864197;NULL;NULL;NULL;NULL
"stepdaughter";325,2339024124589;NULL;NULL;NULL;NULL
"Hanna";324,83691190094225;NULL;NULL;NULL;NULL
"Malyar";324,8369119009422;NULL;NULL;NULL;NULL
"bicycle";324,64484312610284;NULL;NULL;NULL;NULL
"fin";324,64484312610284;NULL;NULL;NULL;NULL
"su-34";324,64484312610284;NULL;NULL;NULL;NULL
"Kateryna";324,6448431261028;NULL;NULL;NULL;NULL
"Suharokova";324,6448431261028;NULL;NULL;NULL;NULL
"bomber";324,6448431261028;NULL;NULL;NULL;NULL
